parcel_id,name,quantity,price,expiration_date,barcode,auto_delete
PCL-00410,Parcel 243,2,659.21,2026-07-25,456288223180,Yes
PCL-00411,Package 720,91,447.21,2028-05-29,220037465777,No
PCL-00412,Crate 685,39,541.39,2028-05-20,516548394023,Yes
PCL-00413,Bag 120,27,677.55,2028-04-22,813378796506,No
PCL-00414,Bundle 161,25,592.81,2026-05-11,031557996184,Yes
PCL-00415,Crate 616,46,248.2,2026-02-01,871059575328,Yes
PCL-00416,Package 137,7,201.44,2028-02-24,953395978431,No
PCL-00417,Package 896,30,118.93,2027-04-12,549448852244,Yes
PCL-00418,Bundle 876,61,823.18,2026-07-04,915214800213,Yes
PCL-00419,Envelope 203,76,193.59,2027-06-26,855471824681,No
PCL-00420,Container 178,16,900.7,2027-01-18,989394270813,Yes
PCL-00421,Parcel 477,44,697.62,2027-12-16,295150447903,Yes
PCL-00422,Package 695,93,154.77,2026-05-14,282713028355,Yes
PCL-00423,Crate 238,13,810.5,2028-05-09,365625039391,Yes
PCL-00424,Crate 883,51,171.55,2028-01-23,561524532955,No
PCL-00425,Crate 670,9,475.85,2026-09-19,493527688048,No
PCL-00426,Parcel 698,66,72.42,2027-09-30,719864449841,No
PCL-00427,Package 192,52,396.22,2026-06-29,999432571309,No
PCL-00428,Box 157,60,68.95,2027-08-09,926637400581,No
PCL-00429,Bag 368,16,292.45,2027-06-07,946152455332,No
PCL-00430,Container 909,26,482.04,2027-04-24,082850835435,No
PCL-00431,Bag 337,39,588.11,2027-03-22,510681284837,No
PCL-00432,Tube 523,80,150.21,2026-10-27,279465638645,Yes
PCL-00433,Container 570,6,785.97,2025-11-28,971169729263,No
PCL-00434,Container 272,49,199.14,2026-11-27,676444274076,No
PCL-00435,Envelope 393,66,396.8,2027-10-01,773388779584,Yes
PCL-00436,Bundle 706,88,485.41,2026-10-10,673799410848,No
PCL-00437,Parcel 271,15,777.69,2027-10-29,620656442145,Yes
PCL-00438,Bag 851,15,838.19,2026-01-10,408610043236,Yes
PCL-00439,Bundle 590,61,24.12,2028-02-06,241385366052,No
PCL-00440,Parcel 178,66,211.45,2026-10-29,258988675880,No
PCL-00441,Package 270,60,989.5,2026-09-16,602043202035,No
PCL-00442,Envelope 196,38,141.99,2026-11-19,788260871514,No
PCL-00443,Satchel 326,19,634.7,2028-01-19,466918167534,Yes
PCL-00444,Bag 314,63,287.82,2027-07-01,198964319981,No
PCL-00445,Tube 759,33,757.34,2027-02-14,972115940652,No
PCL-00446,Parcel 926,28,196.2,2028-01-19,852911327871,Yes
PCL-00447,Crate 442,95,209.22,2027-02-01,824151172927,No
PCL-00448,Package 224,1,930.6,2026-03-20,818182263815,No
PCL-00449,Satchel 110,37,585.24,2026-05-15,671113753437,No
PCL-00450,Parcel 995,67,745.05,2028-04-02,715851425850,No
PCL-00451,Bag 197,71,896.68,2028-03-06,061746354282,Yes
PCL-00452,Crate 813,86,992.75,2026-10-11,803540298281,No
PCL-00453,Container 428,81,246.71,2027-04-29,118939902780,No
PCL-00454,Satchel 137,64,697.95,2027-10-24,563399368628,No
PCL-00455,Container 589,30,808.69,2025-12-26,480888428887,Yes
PCL-00456,Container 611,5,744.01,2026-02-26,691906157910,Yes
PCL-00457,Container 201,16,637.26,2027-06-22,705516248538,No
PCL-00458,Tube 303,52,228.23,2027-03-13,698333022168,Yes
PCL-00459,Bag 152,20,103.21,2027-08-13,823230746719,Yes
PCL-00460,Satchel 494,36,108.56,2027-10-20,571759286408,No
PCL-00461,Parcel 708,82,51.78,2026-03-29,129205790360,Yes
PCL-00462,Tube 202,42,293.0,2027-11-26,360651092036,Yes
PCL-00463,Parcel 381,77,764.18,2026-02-12,246123721576,Yes
PCL-00464,Package 857,27,440.23,2026-06-21,717868155186,Yes
PCL-00465,Parcel 313,69,130.96,2027-05-11,650710577306,No
PCL-00466,Satchel 302,86,724.88,2028-07-15,400457222657,No
PCL-00467,Container 160,26,855.65,2026-02-17,939275560007,No
PCL-00468,Parcel 420,56,961.52,2027-01-06,859241461151,Yes
PCL-00469,Crate 345,91,155.43,2026-12-06,758432616291,No
PCL-00470,Tube 982,66,688.9,2027-03-07,095895796600,No
PCL-00471,Box 348,57,714.84,2025-11-24,524711710912,Yes
PCL-00472,Container 302,50,443.35,2026-12-27,574112427324,No
PCL-00473,Envelope 216,56,688.29,2026-11-16,913675725664,Yes
PCL-00474,Tube 498,35,244.19,2027-12-03,928689057028,No
PCL-00475,Container 657,54,623.45,2026-11-27,144453464031,Yes
PCL-00476,Box 545,22,905.98,2026-11-27,971439525758,No
PCL-00477,Box 632,94,433.99,2028-04-25,230644631107,Yes
PCL-00478,Satchel 579,83,591.35,2026-08-03,205947252920,No
PCL-00479,Package 367,95,652.07,2028-03-30,368419602022,Yes
PCL-00480,Bag 779,66,148.34,2028-01-23,461109881012,Yes
PCL-00481,Crate 254,48,237.19,2027-12-20,430574537935,Yes
PCL-00482,Box 146,76,434.65,2028-04-17,278039831381,Yes
PCL-00483,Bundle 125,14,580.4,2028-05-19,338417214566,Yes
PCL-00484,Parcel 367,66,358.24,2027-04-25,177820299113,No
PCL-00485,Box 841,86,43.67,2027-08-11,997608531933,Yes
PCL-00486,Tube 517,70,692.9,2026-08-10,853084438587,Yes
PCL-00487,Container 911,31,709.71,2026-09-08,655438263117,No
PCL-00488,Satchel 589,40,169.85,2026-01-26,967551427217,Yes
PCL-00489,Envelope 860,7,526.84,2026-07-16,107797875778,No
PCL-00490,Envelope 184,50,521.8,2027-05-19,106818750461,Yes
PCL-00491,Bundle 838,81,794.87,2027-06-20,547762877995,Yes
PCL-00492,Crate 291,56,976.36,2028-06-05,441226550749,No
PCL-00493,Package 450,98,951.51,2028-05-18,650474732856,Yes
PCL-00494,Bag 517,57,635.94,2025-12-06,891720419475,Yes
PCL-00495,Container 570,56,17.86,2027-01-20,685793359772,Yes
PCL-00496,Box 733,41,307.32,2028-06-07,491568312956,Yes
PCL-00497,Tube 213,77,895.6,2027-12-20,084988470453,Yes
PCL-00498,Envelope 117,37,119.17,2027-01-09,890649536761,No
PCL-00499,Satchel 729,76,797.59,2027-10-17,064025124088,Yes
PCL-00500,Satchel 941,67,599.99,2027-03-03,746067473525,No
